MWCNN24, 0.500000,Bernoulli, 00171.bmp, 45.776339, 0.989336 
MWCNN24, 0.500000,Bernoulli, 00173.bmp, 40.344038, 0.975706 
MWCNN24, 0.500000,Bernoulli, 00180.bmp, 34.052872, 0.982521 
MWCNN24, 0.500000,Bernoulli, 00598.bmp, 46.123009, 0.994226 
MWCNN24, 0.500000,Bernoulli, 00602.bmp, 45.134563, 0.993977 
MWCNN24, 0.500000,Bernoulli, 00604.bmp, 36.067058, 0.964613 
MWCNN24, 0.500000,Bernoulli, 00741.bmp, 41.347230, 0.985525 
MWCNN24, 0.500000,Bernoulli, 00790.bmp, 48.722266, 0.996227 
MWCNN24, 0.500000,Bernoulli, 00880.bmp, 45.442099, 0.996257 
MWCNN24, 0.500000,Bernoulli, 00892.bmp, 45.943652, 0.996261 
MWCNN24, 0.500000,Bernoulli, 00986.bmp, 45.982844, 0.994527 
MWCNN24, 0.500000,Bernoulli, 01544.bmp, 41.799373, 0.994498 
MWCNN24, 0.500000,Bernoulli, 01594.bmp, 36.024172, 0.959943 
MWCNN24, 0.500000,Bernoulli, 03266.bmp, 45.624439, 0.983997 
MWCNN24, 0.500000,Bernoulli, 03275.bmp, 38.386908, 0.978073 
MWCNN24, 0.500000,Bernoulli, 03499.bmp, 45.441295, 0.983843 
MWCNN24, 0.500000,Bernoulli, 03906.bmp, 44.875395, 0.988957 
MWCNN24, 0.500000,Bernoulli, 04076.bmp, 36.934143, 0.950838 
MWCNN24, 0.500000,Bernoulli, 04519.bmp, 34.319498, 0.953392 
MWCNN24, 0.500000,Bernoulli, 04735.bmp, 44.607668, 0.988702 
