Denoiser, BM3D, Rate, 0.050000, Image_name, 00001.bmp, PSNR, 30.185924, SSIM, 0.818916 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00883.bmp, PSNR, 30.802290, SSIM, 0.856371 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00888.bmp, PSNR, 23.476612, SSIM, 0.656795 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00947.bmp, PSNR, 18.824182, SSIM, 0.607153 
Denoiser, BM3D, Rate, 0.100000, Image_name, 01068.bmp, PSNR, 28.598265, SSIM, 0.828049 
Denoiser, BM3D, Rate, 0.100000, Image_name, 01712.bmp, PSNR, 20.597669, SSIM, 0.586317 
Denoiser, BM3D, Rate, 0.100000, Image_name, 02174.bmp, PSNR, 27.748129, SSIM, 0.828322 
Denoiser, BM3D, Rate, 0.100000, Image_name, 02748.bmp, PSNR, 31.443790, SSIM, 0.916450 
Denoiser, BM3D, Rate, 0.100000, Image_name, 02771.bmp, PSNR, 26.746373, SSIM, 0.735125 
Denoiser, BM3D, Rate, 0.100000, Image_name, 02834.bmp, PSNR, 31.743930, SSIM, 0.840610 
Denoiser, BM3D, Rate, 0.100000, Image_name, 03427.bmp, PSNR, 23.006541, SSIM, 0.655691 
Denoiser, BM3D, Rate, 0.100000, Image_name, 03769.bmp, PSNR, 22.804841, SSIM, 0.586991 
Denoiser, BM3D, Rate, 0.100000, Image_name, 03903.bmp, PSNR, 31.685705, SSIM, 0.894515 
Denoiser, BM3D, Rate, 0.100000, Image_name, 03945.bmp, PSNR, 29.490591, SSIM, 0.925372 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00001.bmp, PSNR, 36.807236, SSIM, 0.941446 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00004.bmp, PSNR, 18.336152, SSIM, 0.579794 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00013.bmp, PSNR, 21.296437, SSIM, 0.636084 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00021.bmp, PSNR, 34.690032, SSIM, 0.931851 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00026.bmp, PSNR, 34.084626, SSIM, 0.932791 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00102.bmp, PSNR, 31.160084, SSIM, 0.929317 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00135.bmp, PSNR, 29.334120, SSIM, 0.865013 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00883.bmp, PSNR, 33.094305, SSIM, 0.906016 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00888.bmp, PSNR, 24.810508, SSIM, 0.720600 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00947.bmp, PSNR, 20.527489, SSIM, 0.693042 
Denoiser, BM3D, Rate, 0.150000, Image_name, 01068.bmp, PSNR, 30.773585, SSIM, 0.881765 
Denoiser, BM3D, Rate, 0.150000, Image_name, 01712.bmp, PSNR, 22.597250, SSIM, 0.681694 
Denoiser, BM3D, Rate, 0.150000, Image_name, 02174.bmp, PSNR, 29.981844, SSIM, 0.880185 
Denoiser, BM3D, Rate, 0.150000, Image_name, 02748.bmp, PSNR, 34.910720, SSIM, 0.953669 
Denoiser, BM3D, Rate, 0.150000, Image_name, 02771.bmp, PSNR, 29.669081, SSIM, 0.821313 
Denoiser, BM3D, Rate, 0.150000, Image_name, 02834.bmp, PSNR, 33.899273, SSIM, 0.885664 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03427.bmp, PSNR, 24.348726, SSIM, 0.716572 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03769.bmp, PSNR, 24.189907, SSIM, 0.657836 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03903.bmp, PSNR, 33.987016, SSIM, 0.928467 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03945.bmp, PSNR, 33.355373, SSIM, 0.962396 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00001.bmp, PSNR, 39.123627, SSIM, 0.961922 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00004.bmp, PSNR, 19.775419, SSIM, 0.653970 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00013.bmp, PSNR, 22.439312, SSIM, 0.700711 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00021.bmp, PSNR, 36.971132, SSIM, 0.956370 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00026.bmp, PSNR, 36.401969, SSIM, 0.957878 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00102.bmp, PSNR, 33.471143, SSIM, 0.953991 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00135.bmp, PSNR, 31.477569, SSIM, 0.903358 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00883.bmp, PSNR, 35.096778, SSIM, 0.935846 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00888.bmp, PSNR, 26.365826, SSIM, 0.792368 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00947.bmp, PSNR, 22.217024, SSIM, 0.767594 
Denoiser, BM3D, Rate, 0.200000, Image_name, 01068.bmp, PSNR, 32.557161, SSIM, 0.914432 
Denoiser, BM3D, Rate, 0.200000, Image_name, 01712.bmp, PSNR, 24.800840, SSIM, 0.770966 
Denoiser, BM3D, Rate, 0.200000, Image_name, 02174.bmp, PSNR, 32.233029, SSIM, 0.923170 
Denoiser, BM3D, Rate, 0.200000, Image_name, 02748.bmp, PSNR, 37.732702, SSIM, 0.973019 
Denoiser, BM3D, Rate, 0.200000, Image_name, 02771.bmp, PSNR, 31.655633, SSIM, 0.871779 
Denoiser, BM3D, Rate, 0.200000, Image_name, 02834.bmp, PSNR, 35.424216, SSIM, 0.912716 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03427.bmp, PSNR, 25.842777, SSIM, 0.780287 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03769.bmp, PSNR, 25.849327, SSIM, 0.746888 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03903.bmp, PSNR, 36.079848, SSIM, 0.949647 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03945.bmp, PSNR, 35.952780, SSIM, 0.974252 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00001.bmp, PSNR, 40.662722, SSIM, 0.971571 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00004.bmp, PSNR, 20.838402, SSIM, 0.708140 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00013.bmp, PSNR, 23.855118, SSIM, 0.775390 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00021.bmp, PSNR, 38.743325, SSIM, 0.969429 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00026.bmp, PSNR, 38.428282, SSIM, 0.971755 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00102.bmp, PSNR, 35.592276, SSIM, 0.969336 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00135.bmp, PSNR, 33.278437, SSIM, 0.926687 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00883.bmp, PSNR, 36.923203, SSIM, 0.953628 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00888.bmp, PSNR, 27.584878, SSIM, 0.838637 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00947.bmp, PSNR, 24.753322, SSIM, 0.855224 
Denoiser, BM3D, Rate, 0.250000, Image_name, 01068.bmp, PSNR, 34.622889, SSIM, 0.944545 
Denoiser, BM3D, Rate, 0.250000, Image_name, 01712.bmp, PSNR, 26.479250, SSIM, 0.815488 
Denoiser, BM3D, Rate, 0.250000, Image_name, 02174.bmp, PSNR, 34.460422, SSIM, 0.949084 
Denoiser, BM3D, Rate, 0.250000, Image_name, 02748.bmp, PSNR, 39.713181, SSIM, 0.981047 
Denoiser, BM3D, Rate, 0.250000, Image_name, 02771.bmp, PSNR, 33.443162, SSIM, 0.904203 
Denoiser, BM3D, Rate, 0.250000, Image_name, 02834.bmp, PSNR, 36.749165, SSIM, 0.931326 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03427.bmp, PSNR, 27.097099, SSIM, 0.824792 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03769.bmp, PSNR, 26.937297, SSIM, 0.785287 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03903.bmp, PSNR, 37.597784, SSIM, 0.961125 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03945.bmp, PSNR, 37.702966, SSIM, 0.978734 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00001.bmp, PSNR, 42.077501, SSIM, 0.977769 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00004.bmp, PSNR, 21.962828, SSIM, 0.750626 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00013.bmp, PSNR, 25.109729, SSIM, 0.827889 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00021.bmp, PSNR, 40.241821, SSIM, 0.977476 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00026.bmp, PSNR, 40.532335, SSIM, 0.981289 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00102.bmp, PSNR, 37.582256, SSIM, 0.978693 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00135.bmp, PSNR, 34.758581, SSIM, 0.940417 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00883.bmp, PSNR, 38.170364, SSIM, 0.963730 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00888.bmp, PSNR, 29.083651, SSIM, 0.884376 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00947.bmp, PSNR, 26.213522, SSIM, 0.891290 
Denoiser, BM3D, Rate, 0.300000, Image_name, 01068.bmp, PSNR, 36.209860, SSIM, 0.957743 
Denoiser, BM3D, Rate, 0.300000, Image_name, 01712.bmp, PSNR, 27.598333, SSIM, 0.843316 
Denoiser, BM3D, Rate, 0.300000, Image_name, 02174.bmp, PSNR, 36.859194, SSIM, 0.968011 
Denoiser, BM3D, Rate, 0.300000, Image_name, 02748.bmp, PSNR, 41.628064, SSIM, 0.986536 
Denoiser, BM3D, Rate, 0.300000, Image_name, 02771.bmp, PSNR, 35.056271, SSIM, 0.933918 
Denoiser, BM3D, Rate, 0.300000, Image_name, 02834.bmp, PSNR, 37.703098, SSIM, 0.941549 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03427.bmp, PSNR, 28.596668, SSIM, 0.865401 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03769.bmp, PSNR, 27.900774, SSIM, 0.817426 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03903.bmp, PSNR, 39.149600, SSIM, 0.970264 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03945.bmp, PSNR, 38.964945, SSIM, 0.982105 
