Denoiser, BM3D, Rate, 0.050000, Image_name, 00171.bmp, PSNR, 29.318085, SSIM, 0.860040 
Denoiser, BM3D, Rate, 0.150000, Image_name, 01544.bmp, PSNR, 23.817724, SSIM, 0.804252 
Denoiser, BM3D, Rate, 0.150000, Image_name, 01594.bmp, PSNR, 25.115974, SSIM, 0.682324 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03266.bmp, PSNR, 39.920875, SSIM, 0.955045 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03275.bmp, PSNR, 25.503990, SSIM, 0.775111 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03499.bmp, PSNR, 39.703947, SSIM, 0.955242 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03906.bmp, PSNR, 32.833738, SSIM, 0.881210 
Denoiser, BM3D, Rate, 0.150000, Image_name, 04076.bmp, PSNR, 25.241056, SSIM, 0.754046 
Denoiser, BM3D, Rate, 0.150000, Image_name, 04519.bmp, PSNR, 20.524792, SSIM, 0.566273 
Denoiser, BM3D, Rate, 0.150000, Image_name, 04735.bmp, PSNR, 35.571092, SSIM, 0.934254 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00171.bmp, PSNR, 38.113142, SSIM, 0.964927 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00173.bmp, PSNR, 28.913278, SSIM, 0.812836 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00180.bmp, PSNR, 27.436385, SSIM, 0.918373 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00598.bmp, PSNR, 35.557878, SSIM, 0.962462 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00602.bmp, PSNR, 31.314435, SSIM, 0.918519 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00604.bmp, PSNR, 27.351758, SSIM, 0.764092 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00741.bmp, PSNR, 31.052504, SSIM, 0.916705 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00790.bmp, PSNR, 41.950744, SSIM, 0.988662 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00880.bmp, PSNR, 30.764564, SSIM, 0.920980 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00892.bmp, PSNR, 27.677635, SSIM, 0.905618 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00986.bmp, PSNR, 36.194133, SSIM, 0.961146 
Denoiser, BM3D, Rate, 0.200000, Image_name, 01544.bmp, PSNR, 26.471671, SSIM, 0.881470 
Denoiser, BM3D, Rate, 0.200000, Image_name, 01594.bmp, PSNR, 26.672754, SSIM, 0.749064 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03266.bmp, PSNR, 41.108132, SSIM, 0.962709 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03275.bmp, PSNR, 27.241744, SSIM, 0.830945 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03499.bmp, PSNR, 41.259671, SSIM, 0.964314 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03906.bmp, PSNR, 34.425430, SSIM, 0.909972 
Denoiser, BM3D, Rate, 0.200000, Image_name, 04076.bmp, PSNR, 27.131634, SSIM, 0.812602 
Denoiser, BM3D, Rate, 0.200000, Image_name, 04519.bmp, PSNR, 21.320571, SSIM, 0.608161 
Denoiser, BM3D, Rate, 0.200000, Image_name, 04735.bmp, PSNR, 37.498210, SSIM, 0.954661 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00171.bmp, PSNR, 39.714817, SSIM, 0.972881 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00173.bmp, PSNR, 30.309359, SSIM, 0.846056 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00180.bmp, PSNR, 28.642672, SSIM, 0.937307 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00598.bmp, PSNR, 37.762938, SSIM, 0.974680 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00602.bmp, PSNR, 33.374146, SSIM, 0.947290 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00604.bmp, PSNR, 28.416849, SSIM, 0.808724 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00741.bmp, PSNR, 32.886760, SSIM, 0.937501 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00790.bmp, PSNR, 44.239329, SSIM, 0.992332 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00880.bmp, PSNR, 33.153256, SSIM, 0.954646 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00892.bmp, PSNR, 30.061393, SSIM, 0.938982 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00986.bmp, PSNR, 38.282032, SSIM, 0.974597 
Denoiser, BM3D, Rate, 0.250000, Image_name, 01544.bmp, PSNR, 28.515622, SSIM, 0.920662 
Denoiser, BM3D, Rate, 0.250000, Image_name, 01594.bmp, PSNR, 27.810411, SSIM, 0.787025 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03266.bmp, PSNR, 42.062289, SSIM, 0.967932 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03275.bmp, PSNR, 29.106649, SSIM, 0.883640 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03499.bmp, PSNR, 42.241387, SSIM, 0.969613 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03906.bmp, PSNR, 36.067906, SSIM, 0.933472 
Denoiser, BM3D, Rate, 0.250000, Image_name, 04076.bmp, PSNR, 28.964024, SSIM, 0.852306 
Denoiser, BM3D, Rate, 0.250000, Image_name, 04519.bmp, PSNR, 22.151054, SSIM, 0.658553 
Denoiser, BM3D, Rate, 0.250000, Image_name, 04735.bmp, PSNR, 38.990570, SSIM, 0.966560 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00171.bmp, PSNR, 40.918748, SSIM, 0.977616 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00173.bmp, PSNR, 31.520140, SSIM, 0.871256 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00180.bmp, PSNR, 29.582217, SSIM, 0.949720 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00598.bmp, PSNR, 39.701159, SSIM, 0.982254 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00602.bmp, PSNR, 35.411618, SSIM, 0.963829 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00604.bmp, PSNR, 29.585190, SSIM, 0.850064 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00741.bmp, PSNR, 34.127126, SSIM, 0.949803 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00790.bmp, PSNR, 45.947141, SSIM, 0.994138 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00880.bmp, PSNR, 35.020724, SSIM, 0.969997 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00892.bmp, PSNR, 32.437255, SSIM, 0.960010 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00986.bmp, PSNR, 40.272718, SSIM, 0.983149 
Denoiser, BM3D, Rate, 0.300000, Image_name, 01544.bmp, PSNR, 30.234856, SSIM, 0.942200 
Denoiser, BM3D, Rate, 0.300000, Image_name, 01594.bmp, PSNR, 28.683334, SSIM, 0.817703 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03266.bmp, PSNR, 42.903399, SSIM, 0.972879 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03275.bmp, PSNR, 30.465573, SSIM, 0.910294 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03499.bmp, PSNR, 43.194097, SSIM, 0.974582 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03906.bmp, PSNR, 37.438147, SSIM, 0.949203 
Denoiser, BM3D, Rate, 0.300000, Image_name, 04076.bmp, PSNR, 30.766941, SSIM, 0.889156 
Denoiser, BM3D, Rate, 0.300000, Image_name, 04519.bmp, PSNR, 24.437650, SSIM, 0.768873 
Denoiser, BM3D, Rate, 0.300000, Image_name, 04735.bmp, PSNR, 40.192377, SSIM, 0.973556 
