Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00170.bmp, PSNR, 27.539624, SSIM, 0.768441 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 03784.bmp, PSNR, 25.462646, SSIM, 0.764337 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 04702.bmp, PSNR, 24.999995, SSIM, 0.752615 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00170.bmp, PSNR, 32.509712, SSIM, 0.870527 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00228.bmp, PSNR, 36.176876, SSIM, 0.889640 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00232.bmp, PSNR, 36.498123, SSIM, 0.950864 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00242.bmp, PSNR, 28.317558, SSIM, 0.706100 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00244.bmp, PSNR, 27.896340, SSIM, 0.786784 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00246.bmp, PSNR, 44.556369, SSIM, 0.990034 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00249.bmp, PSNR, 27.882682, SSIM, 0.791856 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00258.bmp, PSNR, 38.702883, SSIM, 0.974981 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00415.bmp, PSNR, 29.495976, SSIM, 0.916525 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00471.bmp, PSNR, 34.603094, SSIM, 0.923438 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00559.bmp, PSNR, 30.999828, SSIM, 0.898752 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00560.bmp, PSNR, 28.004695, SSIM, 0.793481 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00733.bmp, PSNR, 29.476496, SSIM, 0.883270 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 01279.bmp, PSNR, 27.185213, SSIM, 0.853850 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 01790.bmp, PSNR, 28.503729, SSIM, 0.907924 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03133.bmp, PSNR, 31.597623, SSIM, 0.912129 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03349.bmp, PSNR, 32.493162, SSIM, 0.923602 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03407.bmp, PSNR, 28.698979, SSIM, 0.837397 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03784.bmp, PSNR, 27.502223, SSIM, 0.833928 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04702.bmp, PSNR, 27.320183, SSIM, 0.838119 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00170.bmp, PSNR, 33.798682, SSIM, 0.894265 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00228.bmp, PSNR, 37.590894, SSIM, 0.915882 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00232.bmp, PSNR, 38.731422, SSIM, 0.967626 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00242.bmp, PSNR, 29.168764, SSIM, 0.746158 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00244.bmp, PSNR, 29.747934, SSIM, 0.861760 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00246.bmp, PSNR, 46.579698, SSIM, 0.993025 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00249.bmp, PSNR, 28.993094, SSIM, 0.833664 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00258.bmp, PSNR, 41.047242, SSIM, 0.983030 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00415.bmp, PSNR, 31.678497, SSIM, 0.940847 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00471.bmp, PSNR, 36.812057, SSIM, 0.949437 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00559.bmp, PSNR, 32.738012, SSIM, 0.926858 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00560.bmp, PSNR, 29.707648, SSIM, 0.839929 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00733.bmp, PSNR, 32.247691, SSIM, 0.934857 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 01279.bmp, PSNR, 29.169269, SSIM, 0.896985 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 01790.bmp, PSNR, 31.044330, SSIM, 0.937804 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03133.bmp, PSNR, 33.302772, SSIM, 0.933097 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03349.bmp, PSNR, 34.835494, SSIM, 0.950150 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03407.bmp, PSNR, 30.238834, SSIM, 0.875209 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03784.bmp, PSNR, 29.263422, SSIM, 0.873309 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04702.bmp, PSNR, 28.751023, SSIM, 0.876260 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00170.bmp, PSNR, 35.099859, SSIM, 0.914349 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00228.bmp, PSNR, 38.772624, SSIM, 0.934017 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00232.bmp, PSNR, 40.364999, SSIM, 0.976242 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00242.bmp, PSNR, 29.903249, SSIM, 0.780286 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00244.bmp, PSNR, 31.509488, SSIM, 0.909122 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00246.bmp, PSNR, 47.986831, SSIM, 0.994333 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00249.bmp, PSNR, 30.247884, SSIM, 0.863685 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00258.bmp, PSNR, 42.609759, SSIM, 0.986477 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00415.bmp, PSNR, 33.721639, SSIM, 0.958567 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00471.bmp, PSNR, 38.792641, SSIM, 0.965544 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00559.bmp, PSNR, 34.694720, SSIM, 0.948493 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00560.bmp, PSNR, 30.968603, SSIM, 0.869384 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00733.bmp, PSNR, 33.766678, SSIM, 0.949519 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 01279.bmp, PSNR, 31.292084, SSIM, 0.929965 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 01790.bmp, PSNR, 32.959730, SSIM, 0.955137 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03133.bmp, PSNR, 35.596384, SSIM, 0.954804 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03349.bmp, PSNR, 37.075419, SSIM, 0.967241 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03407.bmp, PSNR, 31.236983, SSIM, 0.893189 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03784.bmp, PSNR, 30.720862, SSIM, 0.902188 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 04702.bmp, PSNR, 30.175939, SSIM, 0.907661 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00170.bmp, PSNR, 35.983718, SSIM, 0.926354 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00228.bmp, PSNR, 39.721268, SSIM, 0.946413 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00232.bmp, PSNR, 41.679998, SSIM, 0.981315 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00242.bmp, PSNR, 30.694891, SSIM, 0.814055 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00244.bmp, PSNR, 33.118583, SSIM, 0.937594 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00246.bmp, PSNR, 49.086772, SSIM, 0.995187 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00249.bmp, PSNR, 31.493071, SSIM, 0.893794 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00258.bmp, PSNR, 43.905197, SSIM, 0.988628 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00415.bmp, PSNR, 35.781144, SSIM, 0.970099 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00471.bmp, PSNR, 40.415338, SSIM, 0.975301 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00559.bmp, PSNR, 36.405738, SSIM, 0.962889 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00560.bmp, PSNR, 32.253968, SSIM, 0.896875 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00733.bmp, PSNR, 36.631090, SSIM, 0.970024 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 01279.bmp, PSNR, 32.698541, SSIM, 0.947080 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 01790.bmp, PSNR, 35.241065, SSIM, 0.967979 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03133.bmp, PSNR, 37.339910, SSIM, 0.966163 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03349.bmp, PSNR, 39.000498, SSIM, 0.976958 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03407.bmp, PSNR, 32.174280, SSIM, 0.908825 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03784.bmp, PSNR, 31.781042, SSIM, 0.917799 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 04702.bmp, PSNR, 31.326155, SSIM, 0.926266 
